id_venta;producto;precio;cantidad;fecha_venta;categoria
1344;Aspiradora;3410,0;3,0;2024-04-09;Electrodomésticos
1361;Freidora eléctrica;10364,0;10,0;2024-04-09;Electrodomésticos
1979;Batidora;8823,0;11,0;2024-04-09;Electrodomésticos
2852;Televisor;3423,0;4,0;2024-04-09;Electrónica
48;Rincón de plantas;10285,0;3,0;2024-04-10;Decoración
141;Lámpara de mesa;9645,0;1,0;2024-04-10;Decoración
426;Cortinas;11955,0;7,0;2024-04-10;Decoración
556;Cortinas;4274,0;12,0;2024-04-10;Decoración
600;Adorno de pared;6600,0;4,0;2024-04-10;Decoración
797;Elementos de cerámica;5297,0;2,0;2024-04-10;Decoración
1315;Lavadora;4969,0;12,0;2024-04-10;Electrodomésticos
1356;Secadora;12409,0;4,0;2024-04-10;Electrodomésticos
1435;Lavadora;3720,0;10,0;2024-04-10;Electrodomésticos
1618;Cafetera;3194,0;11,0;2024-04-10;Electrodomésticos
1630;Plancha de vapor;7606,0;9,0;2024-04-10;Electrodomésticos
1871;Freidora eléctrica;8890,0;6,0;2024-04-10;Electrodomésticos
1919;Batidora;3851,0;9,0;2024-04-10;Electrodomésticos
2661;Parlantes Bluetooth;7911,0;3,0;2024-04-10;Electrónica
2785;Auriculares;12280,0;3,0;2024-04-10;Electrónica
328;Rincón de plantas;6089,0;1,0;2024-04-11;Decoración
466;Cortinas;2629,0;7,0;2024-04-11;Decoración
1109;Batidora;12383,0;12,0;2024-04-11;Electrodomésticos
1578;Cafetera;10198,0;2,0;2024-04-11;Electrodomésticos
2370;Consola de videojuegos;4608,0;7,0;2024-04-11;Electrónica
2478;SmartWatch;8084,0;8,0;2024-04-11;Electrónica
2544;Tablet;6388,0;8,0;2024-04-11;Electrónica
2934;Tablet;9590,0;2,0;2024-04-11;Electrónica
127;Elementos de cerámica;9384,0;8,0;2024-04-12;Decoración
292;Cuadro decorativo;7891,0;8,0;2024-04-12;Decoración
1394;Aspiradora;6873,0;5,0;2024-04-12;Electrodomésticos
2492;Televisor;5440,0;5,0;2024-04-12;Electrónica
2812;Televisor;5260,0;2,0;2024-04-12;Electrónica
89;Lámpara de mesa;5579,0;1,0;2024-04-13;Decoración
659;Lámpara de mesa;5098,0;3,0;2024-04-13;Decoración
1012;Heladera;6293,0;1,0;2024-04-13;Electrodomésticos
1048;Cafetera;5881,0;10,0;2024-04-13;Electrodomésticos
1450;Plancha de vapor;5680,0;8,0;2024-04-13;Electrodomésticos
1758;Cafetera;11803,0;5,0;2024-04-13;Electrodomésticos
1856;Secadora;4203,0;11,0;2024-04-13;Electrodomésticos
2490;Consola de videojuegos;12279,0;6,0;2024-04-13;Electrónica
2547;Cámara digital;6029,0;6,0;2024-04-13;Electrónica
2704;Tablet;11789,0;1,0;2024-04-13;Electrónica
2996;Cámara digital;6389,0;1,0;2024-04-13;Electrónica
285;Alfombra;10780,0;7,0;2024-04-14;Decoración
896;Cortinas;7103,0;7,0;2024-04-14;Decoración
1097;Horno eléctrico;12269,0;10,0;2024-04-14;Electrodomésticos
1516;Secadora;10580,0;3,0;2024-04-14;Electrodomésticos
1698;Cafetera;8826,0;1,0;2024-04-14;Electrodomésticos
2029;Proyector;12437,0;8,0;2024-04-14;Electrónica
2039;Proyector;3439,0;7,0;2024-04-14;Electrónica
2097;Cámara digital;4217,0;8,0;2024-04-14;Electrónica
2275;Auriculares;3200,0;1,0;2024-04-14;Electrónica
2381;Parlantes Bluetooth;9828,0;5,0;2024-04-14;Electrónica
107;Elementos de cerámica;4586,0;6,0;2024-04-15;Decoración
185;Alfombra;4521,0;6,0;2024-04-15;Decoración
374;Jarrón decorativo;9459,0;5,0;2024-04-15;Decoración
601;Lámpara de mesa;9985,0;3,0;2024-04-15;Decoración
616;Cortinas;10796,0;9,0;2024-04-15;Decoración
886;Cortinas;4579,0;7,0;2024-04-15;Decoración
1134;Aspiradora;6906,0;11,0;2024-04-15;Electrodomésticos
1168;Cafetera;3732,0;2,0;2024-04-15;Electrodomésticos
1454;Aspiradora;5146,0;4,0;2024-04-15;Electrodomésticos
2266;Laptop;10448,0;5,0;2024-04-15;Electrónica
2396;Laptop;7738,0;1,0;2024-04-15;Electrónica
2673;Smartphone;7629,0;11,0;2024-04-15;Electrónica
19;Lámpara de mesa;6103,0;6,0;2024-04-16;Decoración
953;Espejo decorativo;7631,0;5,0;2024-04-16;Decoración
1177;Horno eléctrico;6516,0;4,0;2024-04-16;Electrodomésticos
1629;Batidora;10894,0;6,0;2024-04-16;Electrodomésticos
1655;Lavadora;3739,0;1,0;2024-04-16;Electrodomésticos
1803;Microondas;12222,0;11,0;2024-04-16;Electrodomésticos
1864;Aspiradora;5494,0;3,0;2024-04-16;Electrodomésticos
2019;Proyector;4179,0;7,0;2024-04-16;Electrónica
2151;Parlantes Bluetooth;8334,0;7,0;2024-04-16;Electrónica
2610;Consola de videojuegos;4974,0;9,0;2024-04-16;Electrónica
2615;Auriculares;4672,0;11,0;2024-04-16;Electrónica
2715;Auriculares;10058,0;7,0;2024-04-16;Electrónica
1;Lámpara de mesa;8225,0;8,0;2024-04-17;Decoración
138;Rincón de plantas;3889,0;2,0;2024-04-17;Decoración
1009;Batidora;11903,0;8,0;2024-04-17;Electrodomésticos
1118;Cafetera;6700,0;11,0;2024-04-17;Electrodomésticos
1190;Plancha de vapor;2968,0;1,0;2024-04-17;Electrodomésticos
1253;Microondas;6599,0;8,0;2024-04-17;Electrodomésticos
1521;Freidora eléctrica;8952,0;10,0;2024-04-17;Electrodomésticos
1532;Heladera;2917,0;2,0;2024-04-17;Electrodomésticos
2368;SmartWatch;7023,0;5,0;2024-04-17;Electrónica
925;Alfombra;5255,0;11,0;2024-04-18;Decoración
1316;Secadora;11021,0;11,0;2024-04-18;Electrodomésticos
1590;Plancha de vapor;6038,0;4,0;2024-04-18;Electrodomésticos
1914;Aspiradora;9252,0;1,0;2024-04-18;Electrodomésticos
2134;Tablet;4320,0;4,0;2024-04-18;Electrónica
548;Rincón de plantas;3226,0;8,0;2024-04-19;Decoración
905;Alfombra;11282,0;9,0;2024-04-19;Decoración
1224;Aspiradora;11058,0;4,0;2024-04-19;Electrodomésticos
1459;Batidora;6673,0;8,0;2024-04-19;Electrodomésticos
1943;Microondas;8260,0;10,0;2024-04-19;Electrodomésticos
2095;Auriculares;11760,0;3,0;2024-04-19;Electrónica
2375;Auriculares;7370,0;10,0;2024-04-19;Electrónica
198;Rincón de plantas;11515,0;11,0;2024-04-20;Decoración
833;Espejo decorativo;11987,0;10,0;2024-04-20;Decoración
1425;Lavadora;11877,0;8,0;2024-04-20;Electrodomésticos
1680;Plancha de vapor;11030,0;9,0;2024-04-20;Electrodomésticos
1701;Freidora eléctrica;8764,0;7,0;2024-04-20;Electrodomésticos
2176;Laptop;3636,0;7,0;2024-04-20;Electrónica
2413;Smartphone;7669,0;3,0;2024-04-20;Electrónica
2844;Tablet;5322,0;7,0;2024-04-20;Electrónica
249;Lámpara de mesa;9505,0;1,0;2024-04-21;Decoración
452;Cuadro decorativo;11907,0;12,0;2024-04-21;Decoración
563;Espejo decorativo;6535,0;10,0;2024-04-21;Decoración
934;Jarrón decorativo;9624,0;11,0;2024-04-21;Decoración
1193;Microondas;9055,0;4,0;2024-04-21;Electrodomésticos
1230;Plancha de vapor;9085,0;2,0;2024-04-21;Electrodomésticos
1307;Horno eléctrico;8542,0;11,0;2024-04-21;Electrodomésticos
2212;Televisor;3898,0;11,0;2024-04-21;Electrónica
2369;Proyector;8764,0;2,0;2024-04-21;Electrónica
2523;Smartphone;5673,0;1,0;2024-04-21;Electrónica
2611;Parlantes Bluetooth;4889,0;12,0;2024-04-21;Electrónica
281;Lámpara de mesa;4217,0;8,0;2024-04-22;Decoración
305;Alfombra;9125,0;2,0;2024-04-22;Decoración
422;Cuadro decorativo;4737,0;9,0;2024-04-22;Decoración
538;Rincón de plantas;11989,0;4,0;2024-04-22;Decoración
741;Lámpara de mesa;9800,0;12,0;2024-04-22;Decoración
1010;Plancha de vapor;3794,0;8,0;2024-04-22;Electrodomésticos
1203;Microondas;9653,0;1,0;2024-04-22;Electrodomésticos
1841;Freidora eléctrica;5826,0;2,0;2024-04-22;Electrodomésticos
2887;Cámara digital;11802,0;1,0;2024-04-22;Electrónica
209;Lámpara de mesa;9704,0;12,0;2024-04-23;Decoración
299;Lámpara de mesa;11955,0;3,0;2024-04-23;Decoración
1477;Horno eléctrico;11826,0;11,0;2024-04-23;Electrodomésticos
1952;Heladera;11509,0;2,0;2024-04-23;Electrodomésticos
2214;Tablet;8156,0;8,0;2024-04-23;Electrónica
2993;Auriculares;3879,0;7,0;2024-04-23;Electrónica
434;Jarrón decorativo;3989,0;2,0;2024-04-24;Decoración
945;Alfombra;6074,0;12,0;2024-04-24;Decoración
1057;Horno eléctrico;3051,0;3,0;2024-04-24;Electrodomésticos
1320;Plancha de vapor;7395,0;4,0;2024-04-24;Electrodomésticos
2227;Cámara digital;4625,0;8,0;2024-04-24;Electrónica
2312;Televisor;10825,0;8,0;2024-04-24;Electrónica
2565;Auriculares;4970,0;3,0;2024-04-24;Electrónica
2962;Televisor;11865,0;5,0;2024-04-24;Electrónica
159;Lámpara de mesa;4991,0;6,0;2024-04-25;Decoración
320;Adorno de pared;3738,0;6,0;2024-04-25;Decoración
341;Lámpara de mesa;7934,0;1,0;2024-04-25;Decoración
673;Espejo decorativo;2633,0;7,0;2024-04-25;Decoración
701;Lámpara de mesa;9505,0;3,0;2024-04-25;Decoración
1041;Freidora eléctrica;8999,0;6,0;2024-04-25;Electrodomésticos
1212;Heladera;3395,0;11,0;2024-04-25;Electrodomésticos
1802;Heladera;2775,0;11,0;2024-04-25;Electrodomésticos
1846;Secadora;12429,0;2,0;2024-04-25;Electrodomésticos
2262;Televisor;4830,0;2,0;2024-04-25;Electrónica
2713;Smartphone;2875,0;9,0;2024-04-25;Electrónica
2827;Cámara digital;3599,0;2,0;2024-04-25;Electrónica
765;Alfombra;7271,0;1,0;2024-04-26;Decoración
1119;Batidora;5986,0;3,0;2024-04-26;Electrodomésticos
2027;Cámara digital;6996,0;10,0;2024-04-26;Electrónica
2088;SmartWatch;11158,0;9,0;2024-04-26;Electrónica
2101;Parlantes Bluetooth;8223,0;2,0;2024-04-26;Electrónica
2147;Cámara digital;7437,0;6,0;2024-04-26;Electrónica
2363;Smartphone;8802,0;12,0;2024-04-26;Electrónica
2504;Auriculares;7665,0;10,0;2024-04-26;Electrónica
2580;Consola de videojuegos;10755,0;7,0;2024-04-26;Electrónica
2646;Laptop;11198,0;8,0;2024-04-26;Electrónica
51;Lámpara de mesa;11242,0;5,0;2024-04-27;Decoración
359;Lámpara de mesa;7278,0;7,0;2024-04-27;Decoración
375;Alfombra;7093,0;8,0;2024-04-27;Decoración
537;Elementos de cerámica;12438,0;5,0;2024-04-27;Decoración
844;Jarrón decorativo;6172,0;7,0;2024-04-27;Decoración
1804;Aspiradora;4325,0;7,0;2024-04-27;Electrodomésticos
2201;Parlantes Bluetooth;4153,0;7,0;2024-04-27;Electrónica
2287;Cámara digital;2679,0;11,0;2024-04-27;Electrónica
2465;Auriculares;9352,0;3,0;2024-04-27;Electrónica
2528;SmartWatch;5461,0;1,0;2024-04-27;Electrónica
2559;Proyector;8620,0;8,0;2024-04-27;Electrónica
2633;Smartphone;3518,0;12,0;2024-04-27;Electrónica
2645;Auriculares;12264,0;10,0;2024-04-27;Electrónica
109;Lámpara de mesa;10394,0;9,0;2024-04-28;Decoración
518;Rincón de plantas;11379,0;7,0;2024-04-28;Decoración
1277;Horno eléctrico;4190,0;4,0;2024-04-28;Electrodomésticos
1329;Batidora;5584,0;7,0;2024-04-28;Electrodomésticos
1830;Plancha de vapor;12094,0;11,0;2024-04-28;Electrodomésticos
1964;Aspiradora;5292,0;10,0;2024-04-28;Electrodomésticos
2877;Cámara digital;4510,0;1,0;2024-04-28;Electrónica
202;Cuadro decorativo;10672,0;4,0;2024-04-29;Decoración
294;Jarrón decorativo;5035,0;3,0;2024-04-29;Decoración
493;Espejo decorativo;10932,0;10,0;2024-04-29;Decoración
799;Lámpara de mesa;10290,0;5,0;2024-04-29;Decoración
1096;Secadora;11514,0;10,0;2024-04-29;Electrodomésticos
1281;Freidora eléctrica;6099,0;12,0;2024-04-29;Electrodomésticos
1715;Lavadora;11922,0;11,0;2024-04-29;Electrodomésticos
2089;Proyector;9513,0;12,0;2024-04-29;Electrónica
2367;Cámara digital;9104,0;8,0;2024-04-29;Electrónica
124;Jarrón decorativo;9339,0;7,0;2024-04-30;Decoración
177;Elementos de cerámica;6417,0;4,0;2024-04-30;Decoración
255;Alfombra;6838,0;7,0;2024-04-30;Decoración
709;Lámpara de mesa;9877,0;2,0;2024-04-30;Decoración
975;Alfombra;2896,0;5,0;2024-04-30;Decoración
988;Rincón de plantas;11547,0;1,0;2024-04-30;Decoración
1036;Secadora;4232,0;7,0;2024-04-30;Electrodomésticos
1205;Lavadora;4238,0;6,0;2024-04-30;Electrodomésticos
1401;Freidora eléctrica;12299,0;7,0;2024-04-30;Electrodomésticos
1762;Heladera;2782,0;10,0;2024-04-30;Electrodomésticos
2629;Proyector;9430,0;1,0;2024-04-30;Electrónica
306;Cortinas;9605,0;5,0;2024-05-01;Decoración
475;Alfombra;12018,0;3,0;2024-05-01;Decoración
901;Lámpara de mesa;3972,0;2,0;2024-05-01;Decoración
972;Cuadro decorativo;2620,0;10,0;2024-05-01;Decoración
1245;Lavadora;8158,0;12,0;2024-05-01;Electrodomésticos
1726;Secadora;10127,0;7,0;2024-05-01;Electrodomésticos
1973;Microondas;3803,0;11,0;2024-05-01;Electrodomésticos
2182;Televisor;10546,0;11,0;2024-05-01;Electrónica
2926;Laptop;5036,0;6,0;2024-05-01;Electrónica
100;Adorno de pared;11216,0;8,0;2024-05-02;Decoración
536;Cortinas;10795,0;1,0;2024-05-02;Decoración
1028;Cafetera;10844,0;5,0;2024-05-02;Electrodomésticos
1045;Lavadora;5122,0;4,0;2024-05-02;Electrodomésticos
1152;Heladera;11686,0;5,0;2024-05-02;Electrodomésticos
1217;Horno eléctrico;8892,0;8,0;2024-05-02;Electrodomésticos
1310;Plancha de vapor;4378,0;9,0;2024-05-02;Electrodomésticos
1842;Heladera;6518,0;1,0;2024-05-02;Electrodomésticos
1969;Batidora;7290,0;1,0;2024-05-02;Electrodomésticos
2191;Parlantes Bluetooth;12434,0;11,0;2024-05-02;Electrónica
2510;Consola de videojuegos;7004,0;12,0;2024-05-02;Electrónica
2621;Parlantes Bluetooth;11991,0;9,0;2024-05-02;Electrónica
2775;Auriculares;10406,0;11,0;2024-05-02;Electrónica
2988;SmartWatch;10080,0;4,0;2024-05-02;Electrónica
220;Adorno de pared;5536,0;9,0;2024-05-03;Decoración
819;Lámpara de mesa;12257,0;6,0;2024-05-03;Decoración
1004;Aspiradora;10700,0;8,0;2024-05-03;Electrodomésticos
1439;Batidora;7174,0;9,0;2024-05-03;Electrodomésticos
1819;Batidora;8756,0;9,0;2024-05-03;Electrodomésticos
2404;Auriculares;10265,0;4,0;2024-05-03;Electrónica
2435;Auriculares;3955,0;3,0;2024-05-03;Electrónica
2463;Smartphone;6759,0;2,0;2024-05-03;Electrónica
2985;Auriculares;5892,0;3,0;2024-05-03;Electrónica
16;Cortinas;3247,0;5,0;2024-05-04;Decoración
342;Cuadro decorativo;6190,0;5,0;2024-05-04;Decoración
806;Cortinas;11932,0;9,0;2024-05-04;Decoración
903;Espejo decorativo;8145,0;2,0;2024-05-04;Decoración
1056;Secadora;10952,0;10,0;2024-05-04;Electrodomésticos
1666;Secadora;9975,0;4,0;2024-05-04;Electrodomésticos
1672;Heladera;6310,0;12,0;2024-05-04;Electrodomésticos
1932;Heladera;3146,0;9,0;2024-05-04;Electrodomésticos
311;Lámpara de mesa;3389,0;2,0;2024-05-05;Decoración
353;Espejo decorativo;4392,0;11,0;2024-05-05;Decoración
650;Adorno de pared;4311,0;4,0;2024-05-05;Decoración
656;Cortinas;10726,0;2,0;2024-05-05;Decoración
1387;Horno eléctrico;6115,0;3,0;2024-05-05;Electrodomésticos
1484;Aspiradora;7974,0;6,0;2024-05-05;Electrodomésticos
1845;Lavadora;11969,0;5,0;2024-05-05;Electrodomésticos
2403;Smartphone;7439,0;3,0;2024-05-05;Electrónica
2445;Auriculares;9333,0;6,0;2024-05-05;Electrónica
2898;SmartWatch;10881,0;10,0;2024-05-05;Electrónica
98;Rincón de plantas;9130,0;6,0;2024-05-06;Decoración
550;Adorno de pared;9899,0;8,0;2024-05-06;Decoración
751;Lámpara de mesa;9199,0;11,0;2024-05-06;Decoración
915;Alfombra;4337,0;11,0;2024-05-06;Decoración
1304;Aspiradora;9907,0;8,0;2024-05-06;Electrodomésticos
2211;Parlantes Bluetooth;10816,0;3,0;2024-05-06;Electrónica
2264;Auriculares;5819,0;6,0;2024-05-06;Electrónica
2708;SmartWatch;11530,0;10,0;2024-05-06;Electrónica
2780;Consola de videojuegos;6535,0;6,0;2024-05-06;Electrónica
2801;Parlantes Bluetooth;9722,0;1,0;2024-05-06;Electrónica
998;Rincón de plantas;6582,0;1,0;2024-05-07;Decoración
1748;Cafetera;6163,0;3,0;2024-05-07;Electrodomésticos
1896;Secadora;3722,0;4,0;2024-05-07;Electrodomésticos
1967;Horno eléctrico;6897,0;5,0;2024-05-07;Electrodomésticos
2415;Auriculares;3587,0;5,0;2024-05-07;Electrónica
22;Cuadro decorativo;12236,0;6,0;2024-05-08;Decoración
491;Lámpara de mesa;11822,0;11,0;2024-05-08;Decoración
873;Espejo decorativo;12090,0;6,0;2024-05-08;Decoración
937;Elementos de cerámica;12114,0;2,0;2024-05-08;Decoración
997;Elementos de cerámica;5649,0;10,0;2024-05-08;Decoración
1000;Adorno de pared;7464,0;11,0;2024-05-08;Decoración
1146;Secadora;9667,0;7,0;2024-05-08;Electrodomésticos
1175;Lavadora;8241,0;2,0;2024-05-08;Electrodomésticos
1747;Horno eléctrico;8790,0;2,0;2024-05-08;Electrodomésticos
1970;Plancha de vapor;11370,0;5,0;2024-05-08;Electrodomésticos
1972;Heladera;10549,0;3,0;2024-05-08;Electrodomésticos
2163;Smartphone;10639,0;12,0;2024-05-08;Electrónica
14;Jarrón decorativo;2977,0;5,0;2024-05-09;Decoración
94;Jarrón decorativo;3460,0;1,0;2024-05-09;Decoración
619;Lámpara de mesa;4329,0;11,0;2024-05-09;Decoración
1108;Cafetera;8464,0;9,0;2024-05-09;Electrodomésticos
1938;Cafetera;10790,0;11,0;2024-05-09;Electrodomésticos
2473;Smartphone;7513,0;12,0;2024-05-09;Electrónica
2840;Consola de videojuegos;6943,0;3,0;2024-05-09;Electrónica
2974;Auriculares;7928,0;2,0;2024-05-09;Electrónica
1151;Freidora eléctrica;7533,0;11,0;2024-05-10;Electrodomésticos
1658;Cafetera;9479,0;12,0;2024-05-10;Electrodomésticos
2131;Parlantes Bluetooth;9897,0;7,0;2024-05-10;Electrónica
2333;Smartphone;10948,0;5,0;2024-05-10;Electrónica
2649;Proyector;4493,0;5,0;2024-05-10;Electrónica
2679;Proyector;4862,0;1,0;2024-05-10;Electrónica
2941;Parlantes Bluetooth;3625,0;4,0;2024-05-10;Electrónica
219;Lámpara de mesa;11490,0;10,0;2024-05-11;Decoración
460;Adorno de pared;9362,0;6,0;2024-05-11;Decoración
1116;Secadora;5624,0;8,0;2024-05-11;Electrodomésticos
1407;Horno eléctrico;9747,0;11,0;2024-05-11;Electrodomésticos
1468;Cafetera;11123,0;2,0;2024-05-11;Electrodomésticos
2364;Auriculares;9413,0;10,0;2024-05-11;Electrónica
2672;Televisor;7954,0;1,0;2024-05-11;Electrónica
2772;Televisor;10731,0;3,0;2024-05-11;Electrónica
495;Alfombra;9094,0;12,0;2024-05-12;Decoración
973;Espejo decorativo;5484,0;5,0;2024-05-12;Decoración
1269;Batidora;4678,0;5,0;2024-05-12;Electrodomésticos
1765;Lavadora;9585,0;8,0;2024-05-12;Electrodomésticos
1789;Batidora;4545,0;12,0;2024-05-12;Electrodomésticos
2860;Consola de videojuegos;10061,0;6,0;2024-05-12;Electrónica
2888;SmartWatch;6644,0;3,0;2024-05-12;Electrónica
147;Elementos de cerámica;3200,0;2,0;2024-05-13;Decoración
1087;Horno eléctrico;5209,0;7,0;2024-05-13;Electrodomésticos
1103;Microondas;9618,0;2,0;2024-05-13;Electrodomésticos
1682;Heladera;4708,0;1,0;2024-05-13;Electrodomésticos
1966;Secadora;2727,0;9,0;2024-05-13;Electrodomésticos
2022;Televisor;11205,0;3,0;2024-05-13;Electrónica
2177;Cámara digital;5584,0;7,0;2024-05-13;Electrónica
2776;Laptop;8559,0;1,0;2024-05-13;Electrónica
2797;Cámara digital;5344,0;11,0;2024-05-13;Electrónica
2875;Auriculares;5541,0;10,0;2024-05-13;Electrónica
214;Jarrón decorativo;8340,0;6,0;2024-05-14;Decoración
286;Cortinas;9453,0;4,0;2024-05-14;Decoración
609;Lámpara de mesa;7844,0;9,0;2024-05-14;Decoración
1122;Heladera;3884,0;5,0;2024-05-14;Electrodomésticos
1787;Horno eléctrico;4902,0;5,0;2024-05-14;Electrodomésticos
1955;Lavadora;2786,0;6,0;2024-05-14;Electrodomésticos
2213;Smartphone;3051,0;9,0;2024-05-14;Electrónica
2635;Auriculares;9621,0;11,0;2024-05-14;Electrónica
2956;Laptop;8354,0;5,0;2024-05-14;Electrónica
678;Rincón de plantas;8893,0;6,0;2024-05-15;Decoración
1257;Horno eléctrico;11304,0;8,0;2024-05-15;Electrodomésticos
1540;Plancha de vapor;4710,0;3,0;2024-05-15;Electrodomésticos
1739;Batidora;3074,0;10,0;2024-05-15;Electrodomésticos
1777;Horno eléctrico;10282,0;8,0;2024-05-15;Electrodomésticos
1778;Cafetera;11218,0;12,0;2024-05-15;Electrodomésticos
2726;Laptop;7078,0;12,0;2024-05-15;Electrónica
2733;Smartphone;7531,0;5,0;2024-05-15;Electrónica
2972;Televisor;9167,0;2,0;2024-05-15;Electrónica
660;Adorno de pared;7113,0;9,0;2024-05-16;Decoración
736;Cortinas;7330,0;5,0;2024-05-16;Decoración
1606;Secadora;10533,0;5,0;2024-05-16;Electrodomésticos
1756;Secadora;11361,0;11,0;2024-05-16;Electrodomésticos
1823;Microondas;11918,0;6,0;2024-05-16;Electrodomésticos
2509;Proyector;4693,0;2,0;2024-05-16;Electrónica
2931;Parlantes Bluetooth;11022,0;2,0;2024-05-16;Electrónica
244;Jarrón decorativo;6462,0;8,0;2024-05-17;Decoración
448;Rincón de plantas;9924,0;9,0;2024-05-17;Decoración
667;Elementos de cerámica;4520,0;9,0;2024-05-17;Decoración
1006;Secadora;11690,0;5,0;2024-05-17;Electrodomésticos
1181;Freidora eléctrica;8503,0;4,0;2024-05-17;Electrodomésticos
1300;Plancha de vapor;9391,0;7,0;2024-05-17;Electrodomésticos
1773;Microondas;7548,0;1,0;2024-05-17;Electrodomésticos
2061;Parlantes Bluetooth;8199,0;8,0;2024-05-17;Electrónica
2609;Proyector;3002,0;2,0;2024-05-17;Electrónica
2767;Cámara digital;4261,0;11,0;2024-05-17;Electrónica
2823;Smartphone;6176,0;11,0;2024-05-17;Electrónica
2971;Parlantes Bluetooth;7459,0;7,0;2024-05-17;Electrónica
2999;Consola de videojuegos;5208,0;4,0;2024-05-17;Electrónica
477;Elementos de cerámica;8102,0;1,0;2024-05-18;Decoración
920;Adorno de pared;3960,0;8,0;2024-05-18;Decoración
1066;Secadora;6298,0;9,0;2024-05-18;Electrodomésticos
1176;Secadora;11864,0;11,0;2024-05-18;Electrodomésticos
1708;Cafetera;3063,0;11,0;2024-05-18;Electrodomésticos
2288;SmartWatch;4266,0;11,0;2024-05-18;Electrónica
2289;Proyector;6080,0;4,0;2024-05-18;Electrónica
2409;Proyector;7911,0;10,0;2024-05-18;Electrónica
2612;Televisor;9638,0;11,0;2024-05-18;Electrónica
2904;Tablet;9331,0;3,0;2024-05-18;Electrónica
405;Alfombra;3336,0;10,0;2024-05-19;Decoración
575;Alfombra;11042,0;11,0;2024-05-19;Decoración
721;Lámpara de mesa;7442,0;5,0;2024-05-19;Decoración
908;Rincón de plantas;10689,0;1,0;2024-05-19;Decoración
1377;Horno eléctrico;11065,0;8,0;2024-05-19;Electrodomésticos
1667;Horno eléctrico;10828,0;8,0;2024-05-19;Electrodomésticos
1905;Lavadora;4950,0;5,0;2024-05-19;Electrodomésticos
2582;Televisor;6930,0;6,0;2024-05-19;Electrónica
2978;SmartWatch;11544,0;9,0;2024-05-19;Electrónica
453;Espejo decorativo;5540,0;9,0;2024-05-20;Decoración
762;Cuadro decorativo;6561,0;9,0;2024-05-20;Decoración
918;Rincón de plantas;10495,0;9,0;2024-05-20;Decoración
976;Cortinas;11476,0;11,0;2024-05-20;Decoración
1104;Aspiradora;7620,0;5,0;2024-05-20;Electrodomésticos
1351;Freidora eléctrica;6909,0;2,0;2024-05-20;Electrodomésticos
1694;Aspiradora;7923,0;9,0;2024-05-20;Electrodomésticos
2482;Televisor;4331,0;1,0;2024-05-20;Electrónica
44;Jarrón decorativo;11828,0;11,0;2024-05-21;Decoración
54;Jarrón decorativo;4921,0;4,0;2024-05-21;Decoración
106;Cortinas;10189,0;7,0;2024-05-21;Decoración
319;Lámpara de mesa;9324,0;9,0;2024-05-21;Decoración
414;Jarrón decorativo;3306,0;2,0;2024-05-21;Decoración
981;Lámpara de mesa;8312,0;9,0;2024-05-21;Decoración
1024;Aspiradora;3594,0;11,0;2024-05-21;Electrodomésticos
1479;Batidora;12107,0;1,0;2024-05-21;Electrodomésticos
1883;Microondas;3452,0;10,0;2024-05-21;Electrodomésticos
2150;Consola de videojuegos;6693,0;5,0;2024-05-21;Electrónica
2432;Televisor;5412,0;9,0;2024-05-21;Electrónica
2676;Laptop;3236,0;9,0;2024-05-21;Electrónica
312;Cuadro decorativo;4277,0;1,0;2024-05-22;Decoración
425;Alfombra;4568,0;10,0;2024-05-22;Decoración
483;Espejo decorativo;9774,0;11,0;2024-05-22;Decoración
527;Elementos de cerámica;10360,0;3,0;2024-05-22;Decoración
802;Cuadro decorativo;2737,0;5,0;2024-05-22;Decoración
812;Cuadro decorativo;10732,0;10,0;2024-05-22;Decoración
1198;Cafetera;10665,0;9,0;2024-05-22;Electrodomésticos
1603;Microondas;11246,0;6,0;2024-05-22;Electrodomésticos
1631;Freidora eléctrica;11117,0;5,0;2024-05-22;Electrodomésticos
2802;Televisor;10158,0;9,0;2024-05-22;Electrónica
2868;SmartWatch;12457,0;6,0;2024-05-22;Electrónica
2895;Auriculares;5391,0;4,0;2024-05-22;Electrónica
123;Espejo decorativo;6356,0;11,0;2024-05-23;Decoración
672;Cuadro decorativo;4768,0;6,0;2024-05-23;Decoración
859;Lámpara de mesa;7625,0;4,0;2024-05-23;Decoración
1238;Cafetera;7006,0;12,0;2024-05-23;Electrodomésticos
1417;Horno eléctrico;8581,0;10,0;2024-05-23;Electrodomésticos
2189;Proyector;10031,0;3,0;2024-05-23;Electrónica
2678;SmartWatch;4730,0;10,0;2024-05-23;Electrónica
465;Alfombra;7675,0;2,0;2024-05-24;Decoración
2907;Cámara digital;9869,0;9,0;2024-05-24;Electrónica
476;Cortinas;7182,0;11,0;2024-05-25;Decoración
583;Espejo decorativo;4909,0;9,0;2024-05-25;Decoración
738;Rincón de plantas;2942,0;11,0;2024-05-25;Decoración
1241;Freidora eléctrica;9620,0;6,0;2024-05-25;Electrodomésticos
1526;Secadora;11550,0;7,0;2024-05-25;Electrodomésticos
2004;Tablet;12301,0;11,0;2024-05-25;Electrónica
2092;Televisor;6523,0;6,0;2024-05-25;Electrónica
2116;Laptop;5025,0;8,0;2024-05-25;Electrónica
2146;Laptop;8770,0;5,0;2024-05-25;Electrónica
